Name,Type,MV,Colors,Cost,Sub-types,Produced,Flags,Power,FlagsVer
Roaming Throne,Creature,4,,{4},Golem,,,4,3
Robot Domination,Enchantment,4,B,{3}{B},Plan,,draw,,3
Robotics Mastery,Enchantment,5,U,{4}{U},Aura,,,,3
Rockalanche,Sorcery,3,G,{2}{G},Lesson,,,,3
Rocket-Powered Goblin Glider,Artifact,3,,{3},Equipment,,,,3
Rocketeer Boostbuggy,Artifact,2,G R,{R}{G},Vehicle,W U B R G,ramp;rock,3,3
Rocky Roads,Land,0,R,,,R,etb-tapped-cond,,3
Rogue Elephant,Creature,1,G,{G},Elephant,,,3,3
Rogue's Passage,Land,0,,,,C,,,3
Roll-Roll-Roll-Roll,Enchantment,3,U,{2}{U},Saga,,,,3
Romantic Rendezvous,Sorcery,2,R,{1}{R},,,draw,,3
"Ronin, Shadow Stalker",Creature,3,B,{2}{B},Human;Rogue;Hero,W U B R G,mana-restricted,3,3
Rootbound Crag,Land,0,G R,,,R G,etb-tapped-cond,,3
Rootwater Commando,Creature,3,U,{2}{U},Merfolk,,,2,3
"Rosa, Resolute White Mage",Creature,4,W,{3}{W},Human;Noble;Cleric,,,2,3
Rough Rhino Cavalry,Creature,5,R,{4}{R},Human;Mercenary,R,mana2,5,3
Rover Blades,Artifact,3,,{3},Equipment;Vehicle,,,2,3
Rowdy Snowballers,Creature,3,U,{2}{U},Human;Peasant;Ally,,,2,3
Roxxon Brutes,Creature,5,B,{4}{B},Human;Berserker;Villain,,fetch:basic,4,3
Rubble Rouser,Creature,3,R,{2}{R},Dwarf;Sorcerer,R,dork;draw;ramp,1,3
Rufus Shinra,Creature,3,B W,{1}{W}{B},Human;Noble,,,2,3
Rugged Highlands,Land,0,G R,,,R G,etb-tapped,,3
Rugged Prairie,Land,0,R W,,,W R C,mana3,,3
Ruination,Sorcery,4,R,{3}{R},,,wipe,,3
Rumble Arena,Land,0,,,,W U B R G C,,,3
Run Away Together,Instant,2,U,{1}{U},,,,,3
Run Behind,Instant,4,U,{3}{U},,,,,3
Run Over,Instant,2,G,{1}{G},,,,,3
Rune of Protection: Black,Enchantment,2,W,{1}{W},,,draw,,3
Rune of Protection: Blue,Enchantment,2,W,{1}{W},,,draw,,3
Rune of Protection: Green,Enchantment,2,W,{1}{W},,,draw,,3
Rune of Protection: White,Enchantment,2,W,{1}{W},,,draw,,3
Rushwood Dryad,Creature,2,G,{1}{G},Dryad,,,2,3
Rushwood Herbalist,Creature,3,G,{2}{G},Human;Spellshaper,,,2,3
"Rydia, Summoner of Mist",Creature,2,G R,{R}{G},Human;Shaman,,draw,1,3
S.H.I.E.L.D. Deployment Drone,Creature,3,U,{2}{U},Robot,,,2,3
S.H.I.E.L.D. Flying Car,Artifact,3,U,{2}{U},Vehicle,,,3,3
S.H.I.E.L.D. Helicarrier,Artifact,4,,{4},Vehicle,,,4,3
S.H.I.E.L.D. Spy Kit,Artifact,1,W,{W},Equipment,,,,3
SOLDIER Military Program,Enchantment,3,W,{2}{W},,,,,3
"SP//dr, Piloted by Peni",Creature,5,U W,{3}{W}{U},Spider;Hero,,draw,4,3
Saber-Tooth Moose-Lion,Creature,6,G,{4}{G}{G},Elk;Cat,,fetch:forest,7,3
Sabotender,Creature,2,R,{1}{R},Plant,,,2,3
Sacred Nectar,Sorcery,2,W,{1}{W},,,,,3
Sacred Peaks,Land,0,R W,,Mountain;Plains,W R,etb-tapped,,3
Sacred Prey,Creature,1,G,{G},Horse,,,1,3
Sage Owl,Creature,2,U,{1}{U},Bird,,,1,3
Sage of the Fang,Creature,3,G,{2}{G},Human;Druid,,,2,3
Sage's Nouliths,Artifact,2,U,{1}{U},Equipment,,,,3
Sahagin,Creature,2,U,{1}{U},Merfolk;Warrior,,,1,3
Sailmonger,Creature,4,U,{3}{U},Human;Monger,,,3,3
Sakura-Tribe Elder,Creature,2,G,{1}{G},Snake;Shaman,,fetch:basic;ramp,1,3
Samite Blessing,Enchantment,1,W,{W},Aura,,,,3
Samite Healer,Creature,2,W,{1}{W},Human;Cleric,,,1,3
Samurai's Katana,Artifact,3,R,{2}{R},Equipment,,,,3
"Samut, the Driving Force",Creature,6,G R W,{3}{R}{G}{W},Human;Warrior;Cleric,,,4,3
Sanctum Custodian,Creature,3,W,{2}{W},Human;Cleric,,,1,3
Sandman's Quicksand,Sorcery,3,B,{1}{B}{B},,,wipe,,3
Sandstone Needle,Land,0,R,,,R,etb-tapped;mana2,,3
Sandworm,Creature,5,R,{4}{R},Worm,,,5,3
Sangromancer,Creature,4,B,{2}{B}{B},Vampire;Shaman,,,3,3
Sanguine Savior,Creature,3,B W,{1}{W}{B},Vampire;Cleric,,,2,3
Saprazzan Breaker,Creature,5,U,{4}{U},Beast,,,3,3
Saprazzan Legate,Creature,4,U,{3}{U},Merfolk;Soldier,,,1,3
Saprazzan Outrigger,Creature,4,U,{3}{U},Merfolk,,,5,3
Saprazzan Raider,Creature,3,U,{2}{U},Merfolk,,,1,3
Saprazzan Skerry,Land,0,U,,,U,etb-tapped;mana2,,3
Saproling Cluster,Enchantment,2,G,{1}{G},,,,,3
"Sarkhan, Soul Aflame",Creature,3,R U,{1}{U}{R},Human;Shaman,,discount:dragon:1,2,3
Savage Land Dinosaur,Creature,6,G,{4}{G}{G},Dinosaur,,fetch:basic,7,3
Savage Ventmaw,Creature,6,G R,{4}{R}{G},Dragon,R G,mana3,4,3
Sawtooth Ogre,Creature,4,R,{2}{R}{R},Ogre,,,3,3
Sazh's Chocobo,Creature,1,G,{G},Bird,,,0,3
Scaled Wurm,Creature,8,G,{7}{G},Wurm,,,7,3
Scalelord Reckoner,Creature,5,W,{3}{W}{W},Dragon,,,4,3
Scandalmonger,Creature,4,B,{3}{B},Boar;Monger,,,3,3
"Scarlet Spider, Ben Reilly",Creature,3,G R,{1}{R}{G},Spider;Human;Hero,,,4,3
"Scarlet Spider, Kaine",Creature,2,B R,{B}{R},Spider;Human;Hero,,,2,3
"Scarlet Witch, Chaotic Avenger",Creature,4,R U,{2}{U}{R},Mutant;Warlock;Hero,,,3,3
Scathing Shadelock // Venomous Words,Creature,5,B,{4}{B} // {B},Snake;Warlock,,,4,3
Scattered Groves,Land,0,G W,,Forest;Plains,W G,draw;etb-tapped,,3
Scavenger Grounds,Land,0,,,Desert,C,,,3
Scavenger Regent // Exude Toxin,Creature,4,B,{3}{B} // {X}{B}{B},Dragon,,,4,3
Scent of Jasmine,Instant,1,W,{W},,,,,3
Scent of Nightshade,Instant,2,B,{1}{B},,,,,3
Scheming Silvertongue // Sign in Blood,Creature,2,B,{1}{B} // {B}{B},Vampire;Warlock,,,1,3
School Daze,Instant,5,U,{3}{U}{U},,,counter;draw,,3
Scientist Supreme of A.I.M.,Creature,2,B U,{U}{B},Human;Scientist;Villain,,,2,3
Scorched Geyser,Land,0,R U,,Island;Mountain,U R,etb-tapped-cond,,3
Scorched Ruins,Land,0,,,,C,mana3,,3
Scorpion Sentinel,Creature,2,U,{1}{U},Robot;Scorpion,,,1,3
Scorpion's Sting,Instant,2,B,{1}{B},,,,,3
"Scorpion, Seething Striker",Creature,4,B,{3}{B},Scorpion;Human;Villain,,draw,3,3
Scoured Barrens,Land,0,B W,,,W B,etb-tapped,,3
Scourge of Valkas,Creature,5,R,{2}{R}{R}{R},Dragon,,,4,3
Scout the City,Sorcery,2,G,{1}{G},,,removal,,3
Scrap Compactor,Artifact,1,,{1},,,,,3
Scrapheap,Artifact,3,,{3},,,,,3
Scythe Specter,Creature,6,B,{4}{B}{B},Specter,,,4,3
Sea Eagle,Creature,2,U,{1}{U},Bird,,,1,3
Sea Monster,Creature,6,U,{4}{U}{U},Serpent,,,6,3
Seal of Cleansing,Enchantment,2,W,{1}{W},,,removal,,3
Seal of Doom,Enchantment,3,B,{2}{B},,,removal,,3
Seal of Fire,Enchantment,1,R,{R},,,,,3
Seal of Removal,Enchantment,1,U,{U},,,,,3
Seal of Strength,Enchantment,1,G,{G},,,,,3
Searing Spear Askari,Creature,3,R,{2}{R},Human;Knight,,,2,3
Searing Wind,Instant,9,R,{8}{R},,,,,3
Seasoned Consultant,Creature,2,W,{1}{W},Human;Detective,,,1,3
Seasoned Marshal,Creature,4,W,{2}{W}{W},Human;Soldier,,,2,3
Secluded Courtyard,Land,0,,,,W U B R G C,mana-restricted,,3
Secret Identity,Instant,1,U,{U},,,,,3
Secret Invasion,Enchantment,3,U,{1}{U}{U},Aura,,,,3
Secret Rendezvous,Sorcery,3,W,{1}{W}{W},,,draw,,3
Secret Tunnel,Land,0,,,Cave,C,,,3
Segovian Leviathan,Creature,5,U,{4}{U},Leviathan,,,3,3
Seize the Secrets,Sorcery,3,U,{2}{U},,,draw,,3
Seize the Spoils,Sorcery,3,R,{2}{R},,W U B R G,draw,,3
Sejiri Refuge,Land,0,U W,,,W U,etb-tapped,,3
Self-Destruct,Instant,2,R,{1}{R},,,,,3
Selfless Police Captain,Creature,2,W,{1}{W},Human;Detective,,,1,3
Selfless Safewright,Creature,5,G,{3}{G}{G},Elf;Warrior,,,4,3
Selfless Spirit,Creature,2,W,{1}{W},Spirit;Cleric,,,2,3
"Selvala, Heart of the Wilds",Creature,3,G,{1}{G}{G},Elf;Scout,W U B R G,dork;draw;ramp,2,3
Send in the Pest,Sorcery,2,B,{1}{B},,,,,3
Sensational Spider-Man,Creature,3,U W,{1}{W}{U},Spider;Human;Hero,,,3,3
"Sephara, Sky's Blade",Creature,7,W,{4}{W}{W}{W},Angel,,,7,3
"Sephiroth, Fallen Hero",Creature,5,R W,{3}{R}{W},Human;Avatar;Soldier,,,7,3
"Sephiroth, Planet's Heir",Creature,6,B U,{4}{U}{B},Human;Avatar;Soldier,,,4,3
Sepulchral Primordial,Creature,7,B,{5}{B}{B},Avatar,,,5,3
Seraphic Steed,Creature,2,G W,{G}{W},Unicorn;Mount,,,2,3
Serpent Specialist,Creature,1,G,{G},Human;Snake;Villain,,,1,3
Serpent Warrior,Creature,3,B,{2}{B},Snake;Warrior,,,3,3
Serra Paragon,Creature,4,W,{2}{W}{W},Angel,,,3,3
Serra's Embrace,Enchantment,4,W,{2}{W}{W},Aura,,,,3
Settle the Wreckage,Instant,4,W,{2}{W}{W},,,wipe,,3
Sever Soul,Sorcery,5,B,{3}{B}{B},,,removal,,3
Sevinne's Reclamation,Sorcery,3,W,{2}{W},,,,,3
Seymour Flux,Creature,5,B,{4}{B},Spirit;Avatar,,draw,5,3
Shackle Slinger,Creature,3,U,{2}{U},Human;Soldier,,,3,3
Shadow Rift,Instant,1,U,{U},,,draw,,3
Shadow of the Goblin,Enchantment,2,R,{1}{R},,,draw,,3
Shady Informant,Creature,5,B R,{3}{B}{R},Ogre;Rogue,,,4,3
Shang-Chi and the Ten Rings,Creature,3,U W,{1}{W}{U},Human;Warrior;Hero,,draw,2,3
"Shang-Chi, Master of Kung Fu",Creature,2,G,{1}{G},Human;Warrior;Hero,W U B R G,dork;mana-restricted;ramp,2,3
Shanodin Dryads,Creature,1,G,{G},Nymph;Dryad,,,1,3
Sharding Sphinx,Creature,6,U,{4}{U}{U},Sphinx,,,4,3
Shared Roots,Sorcery,2,G,{1}{G},Lesson,,fetch:basic;ramp,,3
"Sharlayan, Nation of Scholars",Land,0,U W,,Town,W U,etb-tapped,,3
Shatter,Instant,2,R,{1}{R},,,removal,,3
Shattered Acolyte,Creature,2,W,{1}{W},Dwarf;Warlock,,,2,3
"She-Hulk, Jade Defender",Creature,4,G,{3}{G},Gamma;Hero,,,4,3
"She-Hulk, Wallbreaker",Creature,6,R,{5}{R},Gamma;Hero,,,5,3
Sheltered Thicket,Land,0,G R,,Mountain;Forest,R G,draw;etb-tapped,,3
Shield Dancer,Creature,3,W,{2}{W},Human;Rebel,,,1,3
Shifting Wall,Creature,0,,{X},Wall,,,0,3
Shimmerdrift Vale,Land,0,,,,W U B R G,etb-tapped,,3
Shineshadow Snarl,Land,0,B W,,,W B,etb-tapped-cond,,3
Shinra Reinforcements,Creature,3,B,{2}{B},Human;Soldier,,,2,3
Shock,Instant,1,R,{R},,,,,3
Shock Troops,Creature,4,R,{3}{R},Human;Soldier,,,2,3
"Shocker, Unshakable",Creature,6,R,{4}{R}{R},Human;Rogue;Villain,,,5,3
Shocking Sharpshooter,Creature,2,R,{1}{R},Human;Archer,,,1,3
Shopkeeper's Bane,Creature,3,G,{2}{G},Badger;Pest,,,4,3
Shore Lurker,Creature,4,W,{3}{W},Merfolk;Scout,,,3,3
Shoving Match,Instant,3,U,{2}{U},,,,,3
"Shriek, Treblemaker",Creature,3,B R,{2}{B/R},Mutant;Villain,,,2,3
Shrieking Mogg,Creature,2,R,{1}{R},Goblin,,,1,3
"Shuri, Wakandan Inventor",Creature,2,U,{1}{U},Human;Artificer;Hero,,discount:artifact:1,2,3
Sicken,Enchantment,1,B,{B},Aura,,draw,,3
Sidequest: Hunt the Mark,Enchantment,5,B,{3}{B}{B},,,,,3
Sidequest: Raise a Chocobo,Enchantment,2,G,{1}{G},,,fetch:land;ramp,,3
Sif's Spearmaster,Creature,3,R,{2}{R},God;Warrior;Hero,,,1,3
Sign in Blood,Sorcery,2,B,{B}{B},,,,,3
Silk Net,Instant,1,G,{G},,,,,3
"Silk, Web Weaver",Creature,4,G W,{2}{G}{W},Spider;Human;Hero,,,3,3
Silken Strength,Enchantment,2,G,{1}{G},Aura,,,,3
Silkenfist Fighter,Creature,2,W,{1}{W},Kor;Soldier,,,1,3
Silkenfist Order,Creature,5,W,{3}{W}{W},Kor;Soldier,,,3,3
Silt Crawler,Creature,3,G,{2}{G},Beast,,,3,3
"Silumgar, the Drifting Death",Creature,6,B U,{4}{U}{B},Dragon,,,3,3
Silvan Reveler,Creature,4,G U,{2}{G}{U},Elf;Citizen,,draw,3,3
"Silver Sable, Mercenary Leader",Creature,3,W,{2}{W},Human;Mercenary;Hero,,,2,3
Silver Shroud Costume,Artifact,2,,{2},Equipment,,,,3
Silvergill Peddler,Creature,3,U,{2}{U},Merfolk;Citizen,,draw,2,3
Silverglade Pathfinder,Creature,2,G,{1}{G},Dryad;Spellshaper,,fetch:basic;ramp,1,3
Silverquill Charm,Instant,2,B W,{W}{B},,,removal,,3
Simian Grunts,Creature,3,G,{2}{G},Ape,,,3,3
Simulacrum Synthesizer,Artifact,3,U,{2}{U},,,,,3
Single Combat,Sorcery,5,W,{3}{W}{W},,,,,3
Sizzling Changeling,Creature,3,R,{2}{R},Shapeshifter,,,3,3
Skirmish Rhino,Creature,3,B G W,{W}{B}{G},Rhino,,,3,3
Skulduggery,Instant,1,B,{B},,,,,3
Skullclamp,Artifact,1,,{1},Equipment,,draw,,3
Sky Diamond,Artifact,2,U,{2},,U,ramp;rock,,3
Skycat Sovereign,Creature,2,U W,{W}{U},Elemental;Cat,,,1,3
Skyclave Apparition,Creature,3,W,{1}{W}{W},Kor;Spirit,,,2,3
Skycloud Expanse,Land,0,U W,,,W U,mana2,,3
Skycoach Conductor // All Aboard,Creature,3,U,{2}{U} // {U},Bird;Pilot,,removal,2,3
Skyscanner,Creature,3,,{3},Thopter,,draw,1,3
Skyserpent Seeker,Creature,2,G U,{G}{U},Snake,,,1,3
Skyshroud Archer,Creature,1,G,{G},Elf;Archer,,,1,3
Skyshroud Cutter,Creature,4,G,{3}{G},Beast,,,2,3
Skyshroud Poacher,Creature,4,G,{2}{G}{G},Human;Rebel,,,2,3
Skyshroud Ridgeback,Creature,1,G,{G},Beast,,,2,3
Skyshroud Sentinel,Creature,3,G,{2}{G},Elf,,,1,3
Skystreak Engineer,Creature,2,U,{1}{U},Human;Pilot,,,1,3
Skyward Spider,Creature,2,U W,{W/U}{W/U},Spider;Human;Hero,,,2,3
Slash of Light,Instant,2,W,{1}{W},,,,,3
Slayers' Stronghold,Land,0,R W,,,C,,,3
Sleep Magic,Enchantment,1,U,{U},Aura,,,,3
Slice from the Shadows,Instant,1,B,{X}{B},,,,,3
Slime Against Humanity,Sorcery,3,G,{2}{G},,,,,3
Slippery Karst,Land,0,G,,,G,draw;etb-tapped,,3
Sluggishness,Enchantment,2,R,{1}{R},Aura,,,,3
Smaug the Impenetrable,Creature,7,B R,{5}{B}{R},Dragon,,,8,3
Smaug the Magnificent,Creature,4,R,{2}{R}{R},Dragon,,,4,3
Smaug's Fury,Instant,2,R,{1}{R},,,,,3
"Smaug, Wicked Worm",Creature,5,B R,{3}{B}{R},Dragon,,draw,5,3
"Smaug, the Great Calamity // Spew Flame",Creature,7,R,{5}{R}{R} // {4}{R},Dragon,,,5,3
Smite,Instant,1,W,{W},,,removal,,3
Smoldering Marsh,Land,0,B R,,Swamp;Mountain,B R,etb-tapped-cond,,3
Smothering Abomination,Creature,4,B,{2}{B}{B},Eldrazi,,draw,4,3
Smuggler's Surprise,Instant,1,G,{G},,,,,3
Snag,Instant,4,G,{3}{G},,,,,3
Snakeskin Veil,Instant,1,G,{G},,,,,3
Snap,Instant,2,U,{1}{U},,,,,3
Snarl Song,Sorcery,6,G,{5}{G},,,,,3
Sneaky Homunculus,Creature,2,U,{1}{U},Homunculus;Illusion,,,1,3
Sneering Shadewriter,Creature,5,B,{4}{B},Vampire;Warlock,,,3,3
Snooping Page,Creature,3,B W,{1}{W}{B},Human;Cleric,,draw,2,3
Snorting Gahr,Creature,4,G,{2}{G}{G},Rhino;Beast,,,3,3
Snow Devil,Enchantment,2,U,{1}{U},Aura,,,,3
Snow Villiers,Creature,3,W,{2}{W},Human;Rebel;Monk,,,*,3
Snowfall,Enchantment,3,U,{2}{U},,U,mana-restricted;mana2,,3
Snowslope Hunter,Creature,3,R,{2}{R},Goblin;Ranger,,,2,3
Snuff Out,Instant,4,B,{3}{B},,,removal,,3
Soar,Enchantment,2,U,{1}{U},Aura,,,,3
Soaring Stoneglider,Creature,3,W,{2}{W},Elephant;Cleric,,,4,3
Social Snub,Sorcery,3,B W,{1}{W}{B},,,,,3
"Sokka, Lateral Strategist",Creature,3,U W,{1}{W/U}{W/U},Human;Warrior;Ally,,draw,2,3
"Sokka, Tenacious Tactician",Creature,4,R U W,{1}{U}{R}{W},Human;Warrior;Ally,,,3,3
Sol Ring,Artifact,1,,{1},,C,mana2;ramp;rock,,3
Solemn Simulacrum,Creature,4,,{4},Golem,,draw;fetch:basic;ramp,2,3
Solstice Revelations,Instant,3,R,{2}{R},Lesson,,,,3
Soltari Lancer,Creature,3,W,{2}{W},Soltari;Knight,,,2,3
Songs of the Damned,Instant,1,B,{B},,B,,,3
Songstitcher,Creature,1,W,{W},Human;Cleric,,,1,3
Sonic Shrieker,Creature,5,B R W,{2}{R}{W}{B},Dragon,,,4,3
Soothing Balm,Instant,2,W,{1}{W},,,,,3
Soothsaying,Enchantment,1,U,{U},,,,,3
Soul Barrier,Enchantment,3,U,{2}{U},,,,,3
Soul Enervation,Enchantment,4,B,{3}{B},,,,,3
Soul Sculptor,Creature,3,W,{2}{W},Human,,,1,3
Soul Search,Sorcery,2,B W,{W}{B},,,,,3
Soul Shatter,Instant,3,B,{2}{B},,,,,3
Soul Snare,Enchantment,1,W,{W},,,removal,,3
Soul Strings,Sorcery,1,B,{X}{B},,,,,3
Sound the Trumpets,Instant,3,U,{1}{U}{U},,,counter;draw,,3
Sourbread Auntie,Creature,4,R,{2}{R}{R},Goblin;Warrior,,,4,3
Soured Springs,Land,0,B U,,Desert,U B,etb-tapped,,3
South Pole Voyager,Creature,2,W,{1}{W},Human;Scout;Ally,,draw,2,3
Southern Air Temple,Enchantment,4,W,{3}{W},Shrine,,,,3
Spawning Pool,Land,0,B,,,B,etb-tapped,,3
Spectacle Summit,Land,0,R U,,,U R,etb-tapped,,3
Spectacular Skywhale,Creature,4,R U,{2}{U}{R},Elemental;Whale,,,1,3
Spectacular Spider-Man,Creature,2,W,{1}{W},Spider;Human;Hero,,,3,3
Spectacular Tactics,Instant,2,W,{1}{W},,,removal,,3
Spectator Seating,Land,0,R W,,,W R,etb-tapped-cond,,3
Specter's Wail,Sorcery,2,B,{1}{B},,,,,3
Spectral Guardian,Creature,4,W,{2}{W}{W},Spirit,,,2,3
"Speed, Young Avenger",Creature,2,R,{1}{R},Mutant;Hero,,,2,3
"Speedball, New Warrior",Creature,3,R U,{2}{U/R},Human;Hero,,,2,3
Spell Blast,Instant,1,U,{X}{U},,,counter,,3
Spell Pierce,Instant,1,U,{U},,,counter,,3
Spell Snare,Instant,1,U,{U},,,counter,,3
Spellbook Seeker // Careful Study,Creature,4,U,{3}{U} // {U},Bird;Wizard,,draw,3,3
Sphinx of Enlightenment,Creature,6,U,{4}{U}{U},Sphinx,,draw,5,3
Sphinx's Revelation,Instant,3,U W,{X}{W}{U}{U},,,draw,,3
Spider-Bot,Creature,2,,{2},Spider;Robot;Scout,,fetch:basic,2,3
"Spider-Byte, Web Warden",Creature,3,U,{2}{U},Spider;Avatar;Hero,,,2,3
"Spider-Girl, Legacy Hero",Creature,2,G W,{G}{W},Spider;Human;Hero,,,2,3
"Spider-Gwen, Free Spirit",Creature,3,R,{2}{R},Spider;Human;Hero,,draw,2,3
Spider-Islanders,Creature,4,R,{3}{R},Spider;Horror;Citizen,,,4,3
Spider-Man India,Creature,5,G W,{3}{G}{W},Spider;Human;Hero,,,4,3
Spider-Man No More,Enchantment,2,U,{1}{U},Aura,,,,3
Spider-Man Noir,Creature,5,B,{4}{B},Spider;Human;Hero,,,4,3
"Spider-Man, Brooklyn Visionary",Creature,5,G,{4}{G},Spider;Human;Hero,,fetch:basic;ramp,4,3
"Spider-Man, To the Rescue",Creature,3,G W,{2}{G/W},Spider;Human;Hero,,,3,3
"Spider-Man, Web-Slinger",Creature,3,W,{2}{W},Spider;Human;Hero,,,3,3
Spider-Mobile,Artifact,3,,{3},Vehicle,,,3,3
Spider-Punk,Creature,2,R,{1}{R},Spider;Human;Hero,,,2,3
"Spider-Rex, Daring Dino",Creature,6,G,{4}{G}{G},Spider;Dinosaur;Hero,,,6,3
"Spider-Slayer, Hatred Honed",Creature,2,,{2},Human;Villain,,,2,3
Spider-Suit,Artifact,1,,{1},Equipment,,,,3
Spider-UK,Creature,4,W,{3}{W},Spider;Human;Hero,,draw,3,3
"Spider-Woman, Secret Agent",Creature,4,U W,{3}{W/U},Spider;Human;Spy;Hero,,,1,3
"Spiders-Man, Heroic Horde",Creature,2,G,{1}{G},Spider;Hero,,,2,3
Spike Worker,Creature,3,G,{2}{G},Spike,,,0,3
Spikeshell Harrier,Creature,5,U,{4}{U},Robot;Turtle,,,4,3
Spin Out,Instant,3,B,{1}{B}{B},,,removal,,3
Spined Sliver,Creature,2,G R,{R}{G},Sliver,,,2,3
Spinneret and Spiderling,Creature,1,R,{R},Spider;Human;Hero,,,1,3
Spiral into Solitude,Enchantment,2,W,{1}{W},Aura,,,,3
Spire of Industry,Land,0,,,,W U B R G C,,,3
Spirit Mascot,Creature,2,R W,{R}{W},Spirit;Ox,,,2,3
Spirit en-Kor,Creature,4,W,{3}{W},Kor;Spirit,,,2,3
Spirit of Resilience,Creature,3,R,{2}{R},Spirit;Warrior,,,2,3
Spiritual Asylum,Enchantment,4,W,{2}{W}{W},,,,,3
Spiteful Visions,Enchantment,4,B R,{2}{B/R}{B/R},,,draw,,3
Spitting Drake,Creature,4,R,{3}{R},Drake,,,2,3
Spitting Spider,Creature,5,G,{3}{G}{G},Spider,,,3,3
Spotcycle Scouter,Artifact,2,W,{1}{W},Vehicle,,,3,3
Springbloom Druid,Creature,3,G,{2}{G},Elf;Druid,,fetch:basic;ramp,1,3
Spur Grappler,Creature,3,R,{2}{R},Beast,,,2,3
Squall,Sorcery,3,G,{2}{G},,,,,3
"Squall, SeeD Mercenary",Creature,4,B W,{2}{W}{B},Human;Knight;Mercenary,,,3,3
Squallmonger,Creature,4,G,{3}{G},Monger,,,3,3
"Squee, Goblin Nabob",Creature,3,R,{2}{R},Goblin,,,1,3
Squeeze,Enchantment,4,U,{3}{U},,,,,3
Squire's Lightblade,Artifact,1,W,{W},Equipment,,,,3
Squirrel Nest,Enchantment,3,G,{1}{G}{G},Aura,,,,3
Stadium Tidalmage,Creature,4,R U,{2}{U}{R},Djinn;Sorcerer,,draw,4,3
Staff of the Storyteller,Artifact,2,W,{1}{W},,,draw,,3
Staggering Insight,Enchantment,2,U W,{W}{U},Aura,,draw,,3
Stalactite Dagger,Artifact,2,,{2},Equipment,,,,3
Stall Out,Sorcery,2,U,{1}{U},,,draw,,3
Stamina,Enchantment,3,G,{2}{G},Aura,,,,3
Stampede Driver,Creature,1,G,{G},Human;Spellshaper,,,1,3
Stand Up for Yourself,Instant,3,W,{2}{W},,,removal,,3
Standing Troops,Creature,3,W,{2}{W},Human;Soldier,,,1,3
Stargaze,Sorcery,2,B,{X}{B}{B},,,,,3
Stark Industries,Land,0,R U,,,U R,etb-tapped,,3
Stark Industries Executive,Creature,1,R,{R},Human;Advisor,W U B R G,dork;ramp,1,3
"Starling, Aerial Ally",Creature,5,W,{4}{W},Human;Hero,,,3,3
Startled Relic Sloth,Creature,4,R W,{2}{R}{W},Sloth;Beast,,,4,3
"Stature, Size Shifter",Creature,1,U,{U},Human;Hero,,,1,3
Staunch Defenders,Creature,5,W,{3}{W}{W},Human;Soldier,,,3,3
Steadfast Guard,Creature,2,W,{W}{W},Human;Rebel,,,2,3
Steal Strength,Instant,2,B,{1}{B},,,,,3
Steel Wrecking Ball,Artifact,5,R,{5},,,,,3
Steel-Plume Marshal,Creature,5,W,{3}{W}{W},Bird;Soldier,,,3,3
Steelshaper's Gift,Sorcery,1,W,{W},,,,,3
Steely Resolve,Enchantment,2,G,{1}{G},,,,,3
Stegron the Dinosaur Man,Creature,5,R,{4}{R},Dinosaur;Villain,,,5,3
Stensia Bloodhall,Land,0,B R,,,C,,,3
Stensian Sanguinist // Exsanguinate,Creature,2,B,{1}{B} // {X}{B}{B},Vampire;Cleric,,,2,3
Sterling Hound,Creature,3,,{3},Dog,,,3,3
Sterling Supplier,Creature,5,W,{4}{W},Bird;Soldier,,,3,3
Stern Proctor,Creature,2,U,{U}{U},Human;Wizard,,,1,3
Sticky Fingers,Enchantment,1,R,{R},Aura,W U B R G,draw,,3
"Sting, Bilbo's Sword",Artifact,2,,{2},Equipment,,,,3
Stinging Barrier,Creature,4,U,{2}{U}{U},Wall,,,0,3
Stir Up Trouble,Sorcery,1,B,{B},,,removal,,3
Stirring Honormancer,Creature,5,B W,{2}{W}{W/B}{B},Rhino;Bard,,,4,3
Stirring Hopesinger,Creature,3,W,{2}{W},Bird;Bard,,,1,3
Stock Up,Sorcery,3,U,{2}{U},,,,,3
Stolen Stark Tech,Artifact,2,B,{1}{B},Equipment,,,,3
Stomped by the Foot,Instant,2,B,{1}{B},,,,,3
Stone Docent,Creature,2,W,{1}{W},Spirit;Chimera,,,3,3
Stone Rain,Sorcery,3,R,{2}{R},,,removal,,3
Stone by Sunlight,Instant,2,W,{1}{W},,,removal,,3
Stone-Giant of High Pass,Creature,7,R,{5}{R}{R},Giant,,,7,3
Stony-Voiced Goblins,Creature,2,B,{1}{B},Goblin;Bard,,,1,3
Stop Cold,Enchantment,4,U,{3}{U},Aura,,,,3
Storm Crow,Creature,2,U,{1}{U},Bird,,,1,3
Storm Herd,Sorcery,10,W,{8}{W}{W},,,,,3
"Storm, Windrider",Creature,4,G W,{1}{G}{W}{W},Mutant;Hero,,,4,3
Stormcarved Coast,Land,0,R U,,,U R,etb-tapped-cond,,3
Stormfist Crusader,Creature,2,B R,{B}{R},Human;Knight,,,2,3
Story Circle,Enchantment,3,W,{1}{W}{W},,,,,3
Strands of Night,Enchantment,4,B,{2}{B}{B},,,,,3
Strategic Betrayal,Sorcery,2,B,{1}{B},,,,,3
Streaking Oilgorger,Creature,5,B,{4}{B},Vampire,,,3,3
Stream of Life,Sorcery,1,G,{X}{G},,,,,3
